U7SA3B02765,SFPPLUS,New_C2_EO_HKLN_NE08_1,GigabitEthernet0/4/0,C2_ACN3_L025=C2_EO_HKLN_NE08_1 10GE0/4/0-to-C2_SS_PYT_NE08_1 10GE0/1/1,Ethernet,-5.63,--,--,Normal,-1,-15.8,-0.52,--,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,Hisense,Unknown,--,--,--,LTF1503-BC+,--,--,--,10GBase-ER,,New_C2_EO_HKLN_NE08_1-GigabitEthernet0/4/0,,กฟย.เกาะล้าน,Ph#2,กฟย.เกาะล้าน,Match,
EB203300160259,SFPPLUS,New_C1_SS_GUN_NE08_1,GigabitEthernet0/1/0,C1_ACN2_L050=C1_SS_GUN_NE80_1 10GE0/1/0-to-C1_E0_KLO_NE08_1 10GE0/1/0,Ethernet,-8.92,--,--,Normal,-1,-15.8,0.53,--,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,WTD,Unknown,--,--,--,RTXM228-410,--,--,--,10GBase-ER,,New_C1_SS_GUN_NE08_1-GigabitEthernet0/1/0,,สฟฟ.คลองหนึ่ง (ช),Ph#5,สฟฟ.คลองหนึ่ง (ช),Match,
EB195100162236,SFPPLUS,New_C1_SS_GUN_NE08_1,GigabitEthernet0/1/1,C1_ACN2_L049=C1_SS_GUN_NE80_1 10GE0/1/1-to-C1_SS_TYA_NE8K_1 10GE0/4/1,Ethernet,-40,--,--,Critical Alert,-1,-15.8,0.28,--,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,WTD,Unknown,--,--,--,RTXM228-410,--,--,--,10GBase-ER,,New_C1_SS_GUN_NE08_1-GigabitEthernet0/1/1,,สฟฟ.คลองสอง (ช),Ph#3,สฟฟ.คลองหนึ่ง (ช),Not Match,
EB200300251344,SFPPLUS,New_C1_SS_GUN_NE08_1,GigabitEthernet0/3/0,C1_ACN2_L020=C1_SS_GUN_NE08_1 10GE0/3/0-to-C1_EO_RST_NE08_4 10GE0/3/0,Ethernet,-12.14,--,--,Normal,-1,-15.8,-0.06,--,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,WTD,Unknown,--,--,--,RTXM228-410,--,--,--,10GBase-ER,,New_C1_SS_GUN_NE08_1-GigabitEthernet0/3/0,,สฟฟ.คลองหนึ่ง (ช),Ph#3,สฟฟ.คลองหนึ่ง (ช),Match,
EB200300251353,SFPPLUS,New_C1_SS_GUN_NE08_1,GigabitEthernet0/4/0,C1_ACN2_L021=C1_SS_GUN_NE08_1 10GE0/4/0-to-C1_SS_KIU_NE08_1 10GE0/3/0,Ethernet,-7.88,--,--,Normal,-1,-15.8,0,--,--,--,4,-4.7,SingleMode,10000,1550,40000,LC,WTD,Unknown,--,--,--,RTXM228-410,--,--,--,10GBase-ER,,New_C1_SS_GUN_NE08_1-GigabitEthernet0/4/0,,สฟฟ.คลองหนึ่ง (ช),Ph#3,สฟฟ.คลองหนึ่ง (ช),Match,
EB195100161939,SFPPLUS,New_C2_SS_HSR_NE08_1,GigabitEthernet0/2/0,C2_ACN1_L040=C2_SS_HSR_NE08_1 10GE0/2/0-to-C2_EO_PYA_NE08_1 10GE0/4/0,Ethernet,-3.66,--,--,Normal,-1,-15.8,-0.12,--,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,WTD,Unknown,--,--,--,RTXM228-410,--,--,--,10GBase-ER,,New_C2_SS_HSR_NE08_1-GigabitEthernet0/2/0,,สฟฟ.หัวสำโรง,Ph#3,สฟฟ.หัวสำโรง,Match,
BP195300550078,SFPPLUS,New_C2_SS_HSR_NE08_1,GigabitEthernet0/3/0,C2_ACN1_L027=C2_SS_HSR_NE08_1 10GE0/3/0-to-C2_SS_BAK_NE08_1 10GE0/1/0,Ethernet,-10.27,--,--,Normal,-7,-23.97,1.63,--,--,Normal,4,0,SingleMode,10000,1550,80000,LC,WTD,Unknown,--,--,--,RTXM228-411-C45,--,--,--,10GBase-ZX,,New_C2_SS_HSR_NE08_1-GigabitEthernet0/3/0,,สฟฟ.หัวสำโรง,Ph#2,สฟฟ.หัวสำโรง,Match,
MF211500430046,SFPPLUS,New_C2_SS_HSR_NE08_1,GigabitEthernet0/4/0,C2_ACN1_L055=C2_SS_BP_NE08_1 10GE0/4/0-to-C2_SS_HSR_NE08_1 10GE0/4/0,Ethernet,-17.73,--,--,Normal,-7,-23.97,1.66,--,--,Normal,4,0,SingleMode,10000,1550,80000,LC,WTD,Unknown,--,--,--,RTXM228-411,--,--,--,10GBase-ZX,,New_C2_SS_HSR_NE08_1-GigabitEthernet0/4/0,,สฟฟ.หัวสำโรง,Ph#5,สฟฟ.หัวสำโรง,Match,
EB200300251354,SFPPLUS,New_C1_EO_BIN_NE08_1,GigabitEthernet0/3/0,C1_ACN1_L057=C1_EO_BIA_NE08_1 10GE0/3/0-to-C1_SS_BIA_NE08_1 10GE0/3/0,Ethernet,-7.62,--,--,Normal,-1,-15.8,0.51,--,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,WTD,Unknown,--,--,--,RTXM228-410,--,--,--,10GBase-ER,,New_C1_EO_BIN_NE08_1-GigabitEthernet0/3/0,,กฟอ.บางปะอิน,Ph#3,กฟอ.บางปะอิน,Match,
EB195100162201,SFPPLUS,New_C1_EO_BIN_NE08_1,GigabitEthernet0/4/0,C1_ACN1_L018=C1_EO_BIA_NE08_1 10GE0/4/0-to-C1_SS_BIB_NE08_1 10GE0/3/0,Ethernet,-5.39,--,--,Normal,-1,-15.8,0.03,--,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,WTD,Unknown,--,--,--,RTXM228-410,--,--,--,10GBase-ER,,New_C1_EO_BIN_NE08_1-GigabitEthernet0/4/0,,กฟอ.บางปะอิน,Ph#3,กฟอ.บางปะอิน,Match,
MF211500430333,SFPPLUS,New_C2_SS_BAP_NE08_1,GigabitEthernet0/1/0,C2_ACN1_L050=C2_SS_BAP_NE08_1 10GE0/1/0-to-C2_SS_KN_NE8K_1 10GE0/3/0,Ethernet,-21.93,--,--,Normal,-7,-23.97,1.29,--,--,Normal,4,0,SingleMode,10000,1550,80000,LC,WTD,Unknown,--,--,--,RTXM228-411,--,--,--,10GBase-ZX,,New_C2_SS_BAP_NE08_1-GigabitEthernet0/1/0,,สฟฟ.บางน้ำเปรี้ยว,Ph#5,สฟฟ.บางน้ำเปรี้ยว,Match,
U7SA3B02946,SFPPLUS,New_C2_SS_BAP_NE08_1,GigabitEthernet0/1/1,C2_ACN1_L017=C2_SS_BAP_NE08_1 10GE0/1/1-to-C2_SS_KWA_NE08_1 10GE0/3/0,Ethernet,-8.43,--,--,Normal,-1,-15.8,0.73,--,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,Hisense,Unknown,--,--,--,LTF1503-BC+,--,--,--,10GBase-ER,,New_C2_SS_BAP_NE08_1-GigabitEthernet0/1/1,,สฟฟ.บางน้ำเปรี้ยว,Ph#2,สฟฟ.บางน้ำเปรี้ยว,Match,
MA20130500192,SFPPLUS,New_C2_SS_BAP_NE08_1,GigabitEthernet0/3/0,C2_ACN1_L023=C2_SS_BAP_NE08_1 10GE0/3/0-to-C2_EO_BAP_NE08_1 10GE0/4/0,Ethernet,-3.88,--,--,Normal,0.49,-14.4,-3.32,--,--,Normal,0.49,-8.19,SingleMode,10000,1310,10000,LC,HG GENUINE,Unknown,--,--,--,MTRS-02X13-G,--,--,--,10GBase-LR,,New_C2_SS_BAP_NE08_1-GigabitEthernet0/3/0,,สฟฟ.บางน้ำเปรี้ยว,Ph#2,สฟฟ.บางน้ำเปรี้ยว,Match,
03T109400126,SFPPLUS,New_C2_SS_CCB_NE8K_1,GigabitEthernet0/3/0,C2_ACN1_L043=C2_SS_CCB_NE8K_1 10GE0/3/0-to-C2_SS_CCA_NE08_1 10GE0/2/1,Ethernet,-10.68,--,--,Normal,-7,-24.08,1.08,--,--,Normal,4,0,SingleMode,10000,1550,80000,LC,SumitomoElectric,Unknown,--,--,--,SPP5100ZX-H1,--,--,34060672,10GBase-ZX,,New_C2_SS_CCB_NE8K_1-GigabitEthernet0/3/0,,สฟฟ.ฉะเชิงเทรา 2 ,Ph#4,สฟฟ.ฉะเชิงเทรา 2 ,Match,
03T109400125,SFPPLUS,New_C2_SS_CCB_NE8K_1,GigabitEthernet0/4/0,C2_ACN1_L005=C2_SS_CCB_NE8K_1 10GE0/4/0-to-C2_SS_BAK_NE08_1 10GE0/3/0,Ethernet,-14.08,--,--,Normal,-7,-24.08,1.09,--,--,Normal,4,0,SingleMode,10000,1550,80000,LC,SumitomoElectric,Unknown,--,--,--,SPP5100ZX-H1,--,--,34060672,10GBase-ZX,,New_C2_SS_CCB_NE8K_1-GigabitEthernet0/4/0,,สฟฟ.ฉะเชิงเทรา 2 ,Ph#4,สฟฟ.ฉะเชิงเทรา 2 ,Match,
EB202100050191,SFPPLUS,New_C2_SS_KWA_NE08_1,GigabitEthernet0/1/0,C2_ACN1_L046=C2_SS_KWA_NE08_1 10GE0/1/0-to-C2_SS_KWC_NE8K_1 10GE0/3/0,Ethernet,-10.55,--,--,Normal,-1,-15.8,0.31,--,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,WTD,Unknown,--,--,--,RTXM228-410,--,--,34060796,10GBase-ER,,New_C2_SS_KWA_NE08_1-GigabitEthernet0/1/0,,กฟส.บ่อทอง,Ph#4,กฟส.บ่อทอง,Match,
U7SA3B00364,SFPPLUS,New_C2_SS_KWA_NE08_1,GigabitEthernet0/1/1,C2_ACN1_L047=C2_SS_KWA_NE08_1 10GE0/1/1-to-C2_SS_KWC_NE8K_1 10GE0/3/1,Ethernet,-8.77,--,--,Normal,-1,-15.8,0.09,--,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,Hisense,Unknown,--,--,--,LTF1503-BC+,--,--,34060796,10GBase-ER,,New_C2_SS_KWA_NE08_1-GigabitEthernet0/1/1,,กฟส.บ่อทอง,Ph#2,กฟส.บ่อทอง,Match,
EB202100050193,SFPPLUS,New_C2_SS_KWA_NE08_1,GigabitEthernet0/3/0,C2_ACN1_L017=C2_SS_KWA_NE08_1 10GE0/3/0-to-C2_SS_BAP_NE08_1 10GE0/1/1,Ethernet,-6.58,--,--,Normal,-1,-15.8,-0.01,--,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,WTD,Unknown,--,--,--,RTXM228-410,--,--,34060796,10GBase-ER,,New_C2_SS_KWA_NE08_1-GigabitEthernet0/3/0,,กฟส.บ่อทอง,Ph#4,กฟส.บ่อทอง,Match,
U7SA3B00367,SFPPLUS,New_C2_SS_KWA_NE08_1,GigabitEthernet0/4/0,C2_ACN1_L018=C2_SS_KWA_NE08_1 10GE0/4/0-to-C2_EO_CCA_NE08_1 10GE0/4/0,Ethernet,-5.18,--,--,Normal,-1,-15.8,-0.14,--,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,Hisense,Unknown,--,--,--,LTF1503-BC+,--,--,34060796,10GBase-ER,,New_C2_SS_KWA_NE08_1-GigabitEthernet0/4/0,,กฟส.บ่อทอง,Ph#2,กฟส.บ่อทอง,Match,
02T109401721,SFPPLUS,New_C1_EO_UTH_NE8K_1,GigabitEthernet0/3/0,C1_ACN4_L044=C1_EO_UTH_NE8K_1 10GE0/3/0-to-C1_SS_WAA_NE08_1 10GE0/5/0,Ethernet,-21.02,--,--,Normal,-7,-24.08,1.12,--,--,Normal,4,0,SingleMode,10000,1550,80000,LC,SumitomoElectric,Unknown,--,--,--,SPP5100ZX-H1,--,--,34060672,10GBase-ZX,,New_C1_EO_UTH_NE8K_1-GigabitEthernet0/3/0,,กฟส.อุทัย,Ph#4,กฟส.อุทัย,Match,
INGBS0470489,SFPPLUS,New_C1_EO_UTH_NE8K_1,GigabitEthernet0/3/1,C1_ACN4_L015=C1_EO_UTH_NE8K_1 10GE0/3/1-to-C1_SS_RCN_NE08_1 10GE0/3/0,Ethernet,-12.98,--,--,Normal,-1,-15.8,1.36,--,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,INNOLIGHT,Unknown,--,--,--,TR-PX15E-N00,--,--,34060796,10GBase-ER,,New_C1_EO_UTH_NE8K_1-GigabitEthernet0/3/1,,0,Ph#1,กฟส.อุทัย,Not Match,
EB200300251343,SFPPLUS,New_C3_SS_NPV_NE08_1,GigabitEthernet0/3/0,C3_ACN2_L018=C3_SS_NPV_NE08_1 10GE0/3/0-to-C3_EO_NKM_NE08_1 10GE0/3/0,Ethernet,-4.54,--,--,Normal,-1,-15.8,0.17,--,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,WTD,Unknown,--,--,--,RTXM228-410,--,--,--,10GBase-ER,,New_C3_SS_NPV_NE08_1-GigabitEthernet0/3/0,,สฟฟ.นครปฐม 3,Ph#3,สฟฟ.นครปฐม 3,Match,
EB200300251959,SFPPLUS,New_C3_SS_NPV_NE08_1,GigabitEthernet0/4/0,C3_ACN2_L019=C3_SS_NPV_NE08_1 10GE0/4/0-to-C3_SS_NPW_NE08_1 10GE0/4/0,Ethernet,-4.22,--,--,Normal,-1,-15.8,0.26,--,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,WTD,Unknown,--,--,--,RTXM228-410,--,--,--,10GBase-ER,,New_C3_SS_NPV_NE08_1-GigabitEthernet0/4/0,,สฟฟ.นครปฐม 3,Ph#3,สฟฟ.นครปฐม 3,Match,
EB201700070462,SFPPLUS,New_C3_SS_BPC_NE8K_1,GigabitEthernet0/3/0,C3_ACN2_L005=C3_SS_BPC_NE8K_1 10GE0/3/0-to-C3_SS_BPB_NE08_2 10GE0/1/1,Ethernet,-11.48,--,--,Normal,-1,-15.8,0,--,--,--,4,-4.7,SingleMode,10000,1550,40000,LC,WTD,Unknown,--,--,--,RTXM228-410,--,--,34060796,10GBase-ER,,New_C3_SS_BPC_NE8K_1-GigabitEthernet0/3/0,,สฟฟ.บ้านโป่ง 3,Ph#4,สฟฟ.บ้านโป่ง 3,Match,
EB201700070474,SFPPLUS,New_C3_SS_BPC_NE8K_1,GigabitEthernet0/4/0,C3_ACN2_L022=C3_SS_BPC_NE8K_1 10GE0/4/0-to-C3_SS_BPA_NE08_1 10GE0/5/0,Ethernet,-10.29,--,--,Normal,-1,-15.8,0.26,--,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,WTD,Unknown,--,--,--,RTXM228-410,--,--,34060796,10GBase-ER,,New_C3_SS_BPC_NE8K_1-GigabitEthernet0/4/0,,สฟฟ.บ้านโป่ง 3,Ph#4,สฟฟ.บ้านโป่ง 3,Match,
MB20201842960,SFPPLUS,New_C2_SS_PYV_NE8K_1,GigabitEthernet0/3/0,C2_ACN3_L044=C2_SS_PYV_NE8K_1 10GE0/3/0-to-C2_SS_PYN_NE8K_1 10GE0/3/1,Ethernet,-6.48,--,--,Normal,0.49,-14.4,-3.3,--,--,Normal,0.49,-8.19,SingleMode,10000,1310,10000,LC,HG GENUINE,Unknown,--,--,--,MTRS-02X13-G,--,--,34060742,10GBase-LR,,New_C2_SS_PYV_NE8K_1-GigabitEthernet0/3/0,,สฟฟ.พัทยาเหนือ 2(ชั่วคราว),Ph#4,สฟฟ.พัทยาเหนือ 2(ชั่วคราว),Match,
MB20201843104,SFPPLUS,New_C2_SS_PYV_NE8K_1,GigabitEthernet0/4/0,C2_ACN3_L045=C2_SS_PYV_NE8K_1 10GE0/4/0-to-C2_SS_PYN_NE8K_1 10GE0/4/0,Ethernet,-6.82,--,--,Normal,0.49,-14.4,-3.36,--,--,Normal,0.49,-8.19,SingleMode,10000,1310,10000,LC,HG GENUINE,Unknown,--,--,--,MTRS-02X13-G,--,--,34060742,10GBase-LR,,New_C2_SS_PYV_NE8K_1-GigabitEthernet0/4/0,,สฟฟ.พัทยาเหนือ 2(ชั่วคราว),Ph#4,สฟฟ.พัทยาเหนือ 2(ชั่วคราว),Match,
MB20181010660,SFPPLUS,C1_SS_AYB_NE8K_1,GigabitEthernet0/3/0,C1_ACN3_L021=C1_SS_AYB_NE8K_1 10GE0/3/0-to-C1_ADDC_EO_AYY_NE8K_4 10GE0/4/1,Ethernet,-6.04,--,--,Normal,0.49,-14.4,-3.3,--,--,Normal,0.49,-8.19,SingleMode,10000,1310,10000,LC,HG GENUINE,Unknown,--,--,--,MTRS-02X13-G,--,--,--,10GBase-LR,,C1_SS_AYB_NE8K_1-GigabitEthernet0/3/0,,สฟฟ.อยุธยา 2,Ph#4,สฟฟ.อยุธยา 2,Match,
U7SCCB01263,SFPPLUS,C1_SS_AYB_NE8K_1,GigabitEthernet0/4/0,C1_ACN3_L022=C1_SS_AYB_NE8K_1 10GE0/4/0-to-C1_SS_RCS_NE08_1_10GE0/1/1,Ethernet,-1.07,--,--,Normal,-1,-15.8,0.76,--,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,Hisense,Unknown,--,--,--,LTF1503-BC+,--,--,--,10GBase-ER,,C1_SS_AYB_NE8K_1-GigabitEthernet0/4/0,,สฟฟ.อยุธยา 2,Ph#7,สฟฟ.อยุธยา 2,Match,
BP195300550042,SFPPLUS,New_C2_EO_NYM_NE08_1,GigabitEthernet0/3/0,C2_ACN4_L033=C2_EO_NYM_NE08_1 10GE0/3/0-to-C2_SS_KAA_NE08_2 10GE0/3/0,Ethernet,-11.28,--,--,Normal,-7,-23.97,1.67,--,--,Normal,4,0,SingleMode,10000,1550,80000,LC,WTD,Unknown,--,--,--,RTXM228-411-C45,--,--,--,10GBase-ZX,,New_C2_EO_NYM_NE08_1-GigabitEthernet0/3/0,,กฟส.นายายอาม,Ph#2,กฟส.นายายอาม,Match,
BP195300550050,SFPPLUS,New_C2_EO_NYM_NE08_1,GigabitEthernet0/4/0,C2_ACN4_L032=C2_EO_NYM_NE08_1 10GE0/4/0-to-C2_EO_HTMO_NE08_1 10GE0/4/0,Ethernet,-13,--,--,Normal,-7,-23.97,1.44,--,--,Normal,4,0,SingleMode,10000,1550,80000,LC,WTD,Unknown,--,--,--,RTXM228-411-C45,--,--,--,10GBase-ZX,,New_C2_EO_NYM_NE08_1-GigabitEthernet0/4/0,,กฟส.นายายอาม,Ph#2,กฟส.นายายอาม,Match,
EB201700070479,SFPPLUS,New_C1_SS_AYC_NE8K_1,GigabitEthernet0/3/0,C1_ACN3_L019=C1_SS_AYC_NE8K_1 10GE0/3/0-to-C1_EO_PMK_NE08_1 10GE0/2/0,Ethernet,-15.3,--,--,Normal,-1,-15.8,0.17,--,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,WTD,Unknown,--,--,--,RTXM228-410,--,--,34060796,10GBase-ER,,New_C1_SS_AYC_NE8K_1-GigabitEthernet0/3/0,,สฟฟ.อยุธยา 3,Ph#4,สฟฟ.อยุธยา 3,Match,
EB202000041808,SFPPLUS,New_C1_SS_AYC_NE8K_1,GigabitEthernet0/4/0,C1_ACN3_L020=C1_SS_AYC_NE8K_1 10GE0/4/0-to-C1_ADDC_EO_AYY_NE8K_1 10GE0/5/2,Ethernet,-8.02,--,--,Normal,-1,-15.8,0.1,--,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,WTD,Unknown,--,--,--,RTXM228-410,--,--,34060796,10GBase-ER,,New_C1_SS_AYC_NE8K_1-GigabitEthernet0/4/0,,สฟฟ.อยุธยา 3,Ph#4,สฟฟ.อยุธยา 3,Match,
03T109400122,SFPPLUS,New_C2_EO_HTMO_NE8K_1,GigabitEthernet0/3/0,C2_ACN4_L047=C2_EO_HTMO_NE8K_1 10GE0/3/0-to-C2_EO_TMI_NE08_1 10GE0/3/0,Ethernet,-8.84,--,--,Normal,-7,-24.08,1.09,--,--,Normal,4,0,SingleMode,10000,1550,80000,LC,SumitomoElectric,Unknown,--,--,--,SPP5100ZX-H1,--,--,34060672,10GBase-ZX,,New_C2_EO_HTMO_NE8K_1-GigabitEthernet0/3/0,,กฟย.เตาหม้อ,Ph#4,กฟย.เตาหม้อ,Match,
02T109401667,SFPPLUS,New_C2_EO_HTMO_NE8K_1,GigabitEthernet0/4/0,C2_ACN4_L033=C2_EO_HTMO_NE8K_1 10GE0/4/0-to-C2_EO_NYM_NE08_1 10GE0/3/0,Ethernet,-10.96,--,--,Normal,-7,-24.08,1.18,--,--,Normal,4,0,SingleMode,10000,1550,80000,LC,SumitomoElectric,Unknown,--,--,--,SPP5100ZX-H1,--,--,34060672,10GBase-ZX,,New_C2_EO_HTMO_NE8K_1-GigabitEthernet0/4/0,,กฟย.เตาหม้อ,Ph#4,กฟย.เตาหม้อ,Match,
MB20201844600,SFPPLUS,New_C2_EO_PNR_NE8K_1,GigabitEthernet0/3/0,C2_ACN4_L046=C2_EO_PNR_NE8K_1 10GE0/3/0-to-C2_SS_PNR_NE08_1 10GE0/3/0,Ethernet,-6.33,--,--,Normal,0.49,-14.4,-3.31,--,--,Normal,0.49,-8.19,SingleMode,10000,1310,10000,LC,HG GENUINE,Unknown,--,--,--,MTRS-02X13-G,--,--,34060742,10GBase-LR,,New_C2_EO_PNR_NE8K_1-GigabitEthernet0/3/0,,กฟย.โป่งน้ำร้อน,Ph#4,กฟย.โป่งน้ำร้อน,Match,
Z16440Q2G,SFPPLUS,New_C2_EO_PNR_NE8K_1,GigabitEthernet0/4/0,C2_ACN4_L001=C2_EO_PNR_NE8K_1 10GE0/4/0-to-C2_SS_CTA_NE08_1 10GE0/2/1,Ethernet,-14.31,--,--,Normal,-7,-23.97,1.31,--,--,Normal,4,0,SingleMode,10000,1550,80000,LC,OPLINK,Unknown,--,--,--,TPP1XGKZRCZABE2G,--,--,34060672,10GBase-ZX,,New_C2_EO_PNR_NE8K_1-GigabitEthernet0/4/0,,0,Ph#1,กฟย.โป่งน้ำร้อน,Not Match,
03T109400162,SFPPLUS,New_C3_SS_TMU_NE8K_1,GigabitEthernet0/3/0,C3_ACN2_L023=C3_SS_TMU_NE8K_1 10GE0/3/0-to-C3_EO_KPN_NE08_1 10GE0/1/0,Ethernet,-11.6,--,--,Normal,-7,-24.08,1.12,--,--,Normal,4,0,SingleMode,10000,1550,80000,LC,SumitomoElectric,Unknown,--,--,--,SPP5100ZX-H1,--,--,34060672,10GBase-ZX,,New_C3_SS_TMU_NE8K_1-GigabitEthernet0/3/0,,สฟฟ.ท่ามะกา 2,Ph#4,สฟฟ.ท่ามะกา 2,Match,
03T109400241,SFPPLUS,New_C3_SS_TMU_NE8K_1,GigabitEthernet0/4/0,C3_ACN2_L021=C3_SS_TMU_NE8K_1 10GE0/4/0-to-C3_EO_KYI_NE8K_1 10GE0/3/0,Ethernet,-11.74,--,--,Normal,-7,-24.08,1.23,--,--,Normal,4,0,SingleMode,10000,1550,80000,LC,SumitomoElectric,Unknown,--,--,--,SPP5100ZX-H1,--,--,34060672,10GBase-ZX,,New_C3_SS_TMU_NE8K_1-GigabitEthernet0/4/0,,สฟฟ.ท่ามะกา 2,Ph#4,สฟฟ.ท่ามะกา 2,Match,
EB201900342679,SFPPLUS,New_C3_SS_ONC_NE8K_1,GigabitEthernet0/3/0,C3_ACN3_L061=C3_SS_ONC_NE8K_1 10GE0/3/0-to-C3_SS_OYL_NE08_1 10GE0/5/0,Ethernet,-1.59,--,--,Normal,-1,-15.8,0.11,--,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,WTD,Unknown,--,--,--,RTXM228-410,--,--,34060796,10GBase-ER,,New_C3_SS_ONC_NE8K_1-GigabitEthernet0/3/0,,สฟฟ.อ้อมน้อย 3 (แทรกกลาง),Ph#4,สฟฟ.อ้อมน้อย 3 (แทรกกลาง),Match,
EB202000340902,SFPPLUS,New_C3_SS_ONC_NE8K_1,GigabitEthernet0/4/0,C3_ACN3_L014=C3_SS_ONC_NE8K_1 10GE0/4/0-to-C3_SS_SAA_NE08_1 10GE0/1/0,Ethernet,-6.3,--,--,Normal,-1,-15.8,0.28,--,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,WTD,Unknown,--,--,--,RTXM228-410,--,--,34060796,10GBase-ER,,New_C3_SS_ONC_NE8K_1-GigabitEthernet0/4/0,,สฟฟ.อ้อมน้อย 3 (แทรกกลาง),Ph#4,สฟฟ.อ้อมน้อย 3 (แทรกกลาง),Match,
U7SA3B00291,SFPPLUS,New_C1_EO_WCN_NE08_1,GigabitEthernet0/3/0,C1_ACN3_L013=C1_EO_WCN_NE08_1 10GE0/3/0-to-C1_EO_PTG_NE08_1 10GE0/2/0,Ethernet,-4.17,--,--,Normal,-1,-15.8,0.27,--,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,Hisense,Unknown,--,--,--,LTF1503-BC+,--,--,--,10GBase-ER,,New_C1_EO_WCN_NE08_1-GigabitEthernet0/3/0,,กฟส.วิเศษชัยชาญ,Ph#2,กฟส.วิเศษชัยชาญ,Match,
MA20130502667,SFPPLUS,New_C1_EO_WCN_NE08_1,GigabitEthernet0/4/0,C1_ACN3_L014=C1_EO_WCN_NE08_1 10GE0/4/0-to-C1_SS_ATB_NE08_1 10GE0/1/0,Ethernet,-7.58,--,--,Normal,0.49,-14.4,-3.38,--,--,Normal,0.49,-8.19,SingleMode,10000,1310,10000,LC,HG GENUINE,Unknown,--,--,--,MTRS-02X13-G,--,--,--,10GBase-LR,,New_C1_EO_WCN_NE08_1-GigabitEthernet0/4/0,,กฟส.วิเศษชัยชาญ,Ph#2,กฟส.วิเศษชัยชาญ,Match,
U7SA3B02159,SFPPLUS,New_C3_WH_SPA_NE08_1,GigabitEthernet0/3/0,C3_ACN1_L035=C3_WH_SPA_NE08_1 10GE0/3/0-to-C3_SS_SPA_NE08_1 10GE0/5/0,Ethernet,-4.3,--,--,Normal,-1,-15.8,-0.31,--,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,Hisense,Unknown,--,--,--,LTF1503-BC+,--,--,--,10GBase-ER,,New_C3_WH_SPA_NE08_1-GigabitEthernet0/3/0,,คลังพัสดุสุพรรณบุรี,Ph#2,คลังพัสดุสุพรรณบุรี,Match,
U7SA3B01509,SFPPLUS,New_C3_WH_SPA_NE08_1,GigabitEthernet0/4/0,C3_ACN1_L009=C3_WH_SPA_NE08_1 10GE0/4/0-to-C3_EO_BGM_NE08_1 10GE0/3/0,Ethernet,-4.45,--,--,Normal,-1,-15.8,0.77,--,--,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,Hisense,Unknown,--,--,--,LTF1503-BC+,--,--,--,10GBase-ER,,New_C3_WH_SPA_NE08_1-GigabitEthernet0/4/0,,คลังพัสดุสุพรรณบุรี,Ph#2,คลังพัสดุสุพรรณบุรี,Match,
03T109400210,SFPPLUS,New_C3_SS_SPB_NE8K_1,GigabitEthernet0/3/0,C3_ACN1_L002=C3_SS_SPB_NE8K_1 10GE0/3/0-to-C3_EO_SPI_NE08_1 10GE0/2/0,Ethernet,-17.54,--,--,Normal,-7,-24.08,1.06,--,--,Normal,4,0,SingleMode,10000,1550,80000,LC,SumitomoElectric,Unknown,--,--,--,SPP5100ZX-H1,--,--,34060672,10GBase-ZX,,New_C3_SS_SPB_NE8K_1-GigabitEthernet0/3/0,,สฟฟ.สุพรรณบุรี 2,Ph#4,สฟฟ.สุพรรณบุรี 2,Match,
03T109400163,SFPPLUS,New_C3_SS_SPB_NE8K_1,GigabitEthernet0/4/0,C3_ACN1_L051=C3_SS_SPB_NE8K_1 10GE0/4/0-to-C3_SS_UTG_NE08_1 10GE0/3/0,Ethernet,-13.45,--,--,Normal,-7,-24.08,1.13,--,--,Normal,4,0,SingleMode,10000,1550,80000,LC,SumitomoElectric,Unknown,--,--,--,SPP5100ZX-H1,--,--,34060672,10GBase-ZX,,New_C3_SS_SPB_NE8K_1-GigabitEthernet0/4/0,,สฟฟ.สุพรรณบุรี 2,Ph#4,สฟฟ.สุพรรณบุรี 2,Match,
